Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,Class
32066,669313,236.436655,173.2308993,1.364864213,0.680580172,32481,SEKER
32109,663582,224.4723523,182.3644962,1.230899418,0.583080944,32567,SEKER
32114,648566,222.6575074,183.8290361,1.211220556,0.564236127,32393,SEKER
32167,654893,217.960517,188.2047159,1.158103377,0.504381753,32521,SEKER
32213,658216,221.4811143,185.2954324,1.195286422,0.547784367,32585,SEKER
32218,653595,222.7560714,184.4046839,1.207974042,0.560975566,32566,SEKER
32233,665493,221.2336837,185.5923729,1.192040817,0.54428951,32710,SEKER
32251,644051,220.9809628,186.0277835,1.187892253,0.539747143,32514,SEKER
32258,654808,220.8040301,186.2777558,1.185348348,0.536918908,32612,SEKER
32262,652419,222.6986563,184.5129929,1.206953791,0.559941518,32563,SEKER
32279,646556,218.1816038,188.5531418,1.15713587,0.503143726,32623,SEKER
32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,32615,SEKER
32338,653602,221.4113413,186.136273,1.189512059,0.541530905,32672,SEKER
32355,657166,221.279621,186.3604099,1.18737462,0.539174328,32720,SEKER
32368,675385,221.6580649,186.1762293,1.190581987,0.542701939,32806,SEKER
32376,643009,219.1300137,188.3004274,1.163725525,0.511456521,32608,SEKER
32433,653.76,219.8366971,188.0092368,1.169286684,0.518261408,32775,SEKER
32465,653.85,225.2024494,183.6920946,1.225977906,0.578509868,32767,SEKER
32514,649012,221.4454899,187.1344232,1.183349841,0.534673644,32843,SEKER
32518,651651,221.2627854,187.2561106,1.181605154,0.532696427,32811,SEKER
32518,655131,220.8211992,187.6655865,1.176673909,0.527019605,32842,SEKER
32525,663914,225.0778556,184.2147342,1.221823306,0.574579254,33000,SEKER
32578,657571,227.037574,182.8423057,1.241712486,0.592813998,32901,SEKER
32581,649583,224.4241779,184.9234713,1.213605695,0.566603091,32851,SEKER
32615,664789,218.1467463,191.002277,1.142115946,0.483095172,33016,SEKER
32622,657009,235.2708698,177.1581895,1.328027061,0.658024288,32902,SEKER
32698,653049,225.0141906,185.1437243,1.215348733,0.568317852,32994,SEKER
32705,654454,223.8758675,186.1499298,1.20266426,0.555543833,33021,SEKER
32713,660043,215.4163208,193.4864621,1.113340533,0.43959156,33020,SEKER
32729,656679,214.2657207,194.793825,1.099961565,0.416528466,33066,SEKER
32774,660614,222.8700513,187.4792477,1.188771846,0.540717403,33120,SEKER
32775,649807,220.0250995,189.8094038,1.159189666,0.505764488,33062,SEKER
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,33091,SEKER
32796,654824,223.1453687,187.4192621,1.190621317,0.542744878,33111,SEKER
32799,653729,219.9055494,190.1123396,1.156713709,0.502601593,33087,SEKER
32829,658101,221.5995,189.0026275,1.172467827,0.522071263,33154,SEKER
32836,669.19,218.4060038,191.7587728,1.138962252,0.478674896,33225,SEKER
32849,664105,230.7223076,181.7436855,1.269492841,0.616038378,33245,SEKER
32870,655512,220.3581629,190.0206598,1.159653709,0.506352834,33198,SEKER
32885,659728,227.0674037,184.5596932,1.230319577,0.582547095,33225,SEKER
32920,671612,219.0931338,191.4622125,1.144315272,0.486132629,33376,SEKER
32925,656646,225.1281702,186.4615283,1.207370616,0.560364527,33252,SEKER
32934,668197,221.4087308,189.6018111,1.167756413,0.516407505,33401,SEKER
32947,668231,209.6932927,200.2495993,1.047159612,0.296720861,33336,SEKER
32951,688.26,226.6490462,185.5215755,1.221685649,0.574447868,33524,SEKER
32988,676797,224.7517099,187.1772945,1.20074238,0.553546741,33461,SEKER
33006,669769,223.5277491,188.2429412,1.187442927,0.539249994,33458,SEKER
33010,665.85,224.9712592,186.8900915,1.203762369,0.556677424,33374,SEKER
33013,652684,223.7818539,188.0291423,1.190144523,0.542223823,33289,SEKER
33019,655703,224.4502114,187.5026272,1.197051022,0.549663318,33340,SEKER
33051,663071,218.9513714,192.4739417,1.137563711,0.476689675,33423,SEKER
33058,655511,224.4458788,187.8781612,1.194635275,0.547087283,33320,SEKER
33062,667966,222.0391436,189.7813412,1.169973519,0.51908899,33439,SEKER
33078,659456,235.5600775,178.9312328,1.316483846,0.650391531,33333,SEKER
33078,652214,221.3869025,190.3548121,1.163022358,0.510582618,33327,SEKER
33089,663915,217.3358221,194.2070489,1.119093377,0.448903019,33466,SEKER
33090,653809,228.406675,184.6885548,1.236712666,0.588365282,33352,SEKER
33143,648385,222.5263095,189.7373793,1.172812181,0.522480157,33377,SEKER
33159,653801,222.4440287,189.98042,1.170878708,0.520175444,33415,SEKER
33168,680621,234.315548,180.5827539,1.297552191,0.637220052,33542,SEKER
33171,654338,222.253649,190.3614532,1.167534946,0.516138043,33429,SEKER
33194,664658,232.3085443,182.0856017,1.275820505,0.621001572,33520,SEKER
33236,660788,210.8580025,200.9273673,1.049424005,0.303273094,33611,SEKER
33248,660068,230.9698347,183.4292487,1.259176693,0.607696024,33511,SEKER
33251,658962,217.452163,194.9834825,1.115233763,0.442693503,33565,SEKER
33276,704493,234.7881384,180.705496,1.299286096,0.6384619,33857,SEKER
33316,670587,229.2180829,185.2793615,1.237148493,0.588756561,33699,SEKER
33319,668601,225.0172378,188.8365103,1.191598158,0.543808892,33732,SEKER
33325,674433,223.8254842,189.7357064,1.179669807,0.530484185,33701,SEKER
33330,653776,224.3601667,189.4313875,1.184387496,0.535842011,33580,SEKER
33333,679262,220.5312914,192.7167056,1.144328878,0.486151306,33834,SEKER
33338,659103,232.2637945,182.9185092,1.269766497,0.616255393,33639,SEKER
33344,661508,225.3180561,188.668526,1.194253546,0.54667768,33692,SEKER
33382,659434,222.8701044,190.920249,1.167346605,0.515908654,33730,SEKER
33399,664701,221.5599425,192.0898879,1.153418042,0.498328415,33752,SEKER
33421,654804,219.5440823,194.0253903,1.131522436,0.46793088,33691,SEKER
33423,659036,224.1680528,189.9810797,1.179949356,0.530804973,33707,SEKER
33427,665.61,228.223182,186.6258656,1.222891486,0.575596241,33789,SEKER
33429,658605,229.4460905,185.6980934,1.235586679,0.587351259,33713,SEKER
33431,666841,219.9074077,193.6804685,1.135413444,0.473606709,33788,SEKER
33433,657349,225.0025125,189.5660154,1.186934863,0.538686621,33708,SEKER
33446,656077,224.2339338,190.2565986,1.178586895,0.529237524,33713,SEKER
33447,664412,226.1186154,188.7406408,1.198038824,0.550708725,33791,SEKER
33459,655414,219.1299474,194.5431002,1.12638252,0.460233577,33765,SEKER
33468,659987,224.4599389,189.9543464,1.181652029,0.53274976,33748,SEKER
33498,657523,227.9380769,187.3160543,1.21686354,0.569797937,33745,SEKER
33534,657067,218.8447518,195.1928536,1.121171948,0.452185632,33793,SEKER
33538,658284,227.5186814,187.9440519,1.210566012,0.563582376,33800,SEKER
33539,662418,223.6835362,191.2006021,1.169889288,0.518987648,33915,SEKER
33547,653512,213.7540709,199.9257014,1.069167543,0.353836994,33832,SEKER
33560,669259,227.9361768,187.8565921,1.213352027,0.566352488,33897,SEKER
33576,666339,224.5887253,190.4630178,1.179172355,0.529912303,33927,SEKER
33583,657754,221.7110512,192.9504091,1.149057171,0.492559596,33868,SEKER
33584,658848,223.7351826,191.3544824,1.169218404,0.518178984,33884,SEKER
33607,690171,214.7652972,199.5241432,1.076387518,0.369995763,34162,SEKER
33620,670224,222.7760833,192.2260318,1.158927754,0.505431801,34012,SEKER
33623,659408,217.371862,197.0837827,1.102941394,0.421848171,33918,SEKER
33631,669076,224.8894003,190.753366,1.178953771,0.52966059,34009,SEKER
33639,663.03,224.6629064,190.8531005,1.177150939,0.52757456,33919,SEKER
33717,664363,231.6225255,185.6531262,1.247609077,0.597950376,33985,SEKER
33731,671696,231.1720126,186.1264562,1.242015871,0.593081148,34073,SEKER
33736,655729,221.390268,194.1359516,1.140387786,0.480682529,33988,SEKER
33794,665826,218.999894,196.5777218,1.114062631,0.440779117,34127,SEKER
33809,669341,230.2474971,187.1642998,1.230189184,0.582426873,34143,SEKER
33824,656339,220.7538648,195.2815454,1.130438948,0.466327555,34079,SEKER
33838,661029,222.9735137,193.4836383,1.152415344,0.497013692,34146,SEKER
33845,670945,226.3816048,190.5214245,1.188221248,0.540110507,34159,SEKER
33849,669571,221.610481,194.6713489,1.138382624,0.477854006,34239,SEKER
33858,664.46,234.3350014,184.1392916,1.27259641,0.618486935,34142,SEKER
33860,683315,225.5350154,191.5211613,1.177598412,0.528093987,34319,SEKER
33864,662898,221.2164258,195.0635178,1.134073805,0.471666862,34167,SEKER
33866,668421,230.9311586,186.8608751,1.23584543,0.587584681,34171,SEKER
33876,666966,228.1491732,189.1647868,1.20608691,0.559059342,34211,SEKER
33930,666214,224.1509688,192.8605622,1.162243676,0.50961126,34251,SEKER
33946,667313,231.5425397,187.0289921,1.238003462,0.589522187,34246,SEKER
33946,668564,234.754845,184.2937385,1.273808035,0.619435383,34280,SEKER
33961,690353,238.1924989,181.6542972,1.311240651,0.646827292,34379,SEKER
33961,667497,233.113834,185.7332978,1.255099849,0.604309903,34279,SEKER
33969,666389,222.3618326,194.7690372,1.141669311,0.482473841,34260,SEKER
33972,672812,232.9882693,185.9156247,1.25319359,0.602708675,34349,SEKER
33993,669092,219.7505747,197.0923214,1.114962639,0.442251584,34299,SEKER
33996,663743,223.0963581,194.3808765,1.147727915,0.490774479,34285,SEKER
34004,659963,229.0597505,189.1650397,1.210898964,0.563915151,34277,SEKER
34027,670.16,231.6577053,187.4123657,1.236085487,0.587801025,34334,SEKER
34036,666067,226.9280102,191.1104706,1.187417987,0.539222369,34369,SEKER
34051,677272,227.6209458,190.6640036,1.193832824,0.546225424,34502,SEKER
34053,671582,232.4361441,186.7914403,1.24436186,0.595136326,34362,SEKER
34060,662146,220.4383774,196.882203,1.119646032,0.449779934,34367,SEKER
34082,668346,230.626947,188.3912829,1.22419118,0.576827653,34364,SEKER
34097,680595,227.819142,190.8101712,1.193957013,0.54635901,34502,SEKER
34104,667289,229.478736,189.5440417,1.210688207,0.563704561,34421,SEKER
34113,673914,221.2423662,196.5103818,1.125855866,0.459431581,34492,SEKER
34130,666585,235.5413478,184.7780345,1.274725908,0.620151121,34392,SEKER
34131,668091,224.3380186,193.8042127,1.157549753,0.503674085,34473,SEKER
34151,674271,231.5136009,188.035623,1.231222027,0.583377426,34580,SEKER
34151,662129,226.5248185,192.2363364,1.17836629,0.528982779,34389,SEKER
34179,677064,225.0605017,193.5928928,1.16254527,0.50998793,34576,SEKER
34191,661403,223.9809149,194.474673,1.1517228,0.496101592,34445,SEKER
34207,668737,228.0324687,191.4154535,1.191296024,0.543480298,34515,SEKER
34207,661138,226.8735177,192.1947081,1.180435819,0.531362195,34421,SEKER
34220,677527,233.1830193,186.9591042,1.247240782,0.597632979,34577,SEKER
34222,671994,223.2982638,195.2383681,1.143721216,0.485315785,34576,SEKER
34239,666439,232.6862934,187.7243461,1.239510475,0.59086546,34510,SEKER
34246,684324,229.9085042,189.9911444,1.21010116,0.563116981,34732,SEKER
34253,672539,228.0042799,191.3685323,1.191440814,0.543637825,34556,SEKER
34254,668704,223.9688286,194.9291861,1.148975344,0.492450072,34575,SEKER
34259,676402,227.5449241,191.8680382,1.185944914,0.537585123,34623,SEKER
34276,689626,229.5589772,190.4115066,1.205594039,0.558556303,34738,SEKER
34291,671507,230.658067,189.6239312,1.216397453,0.569343533,34619,SEKER
34313,671844,220.9339754,198.103852,1.115243208,0.442708884,34600,SEKER
34321,669531,227.9958451,191.8273267,1.188547268,0.540470046,34652,SEKER
34327,677311,231.1581283,189.3043718,1.221092393,0.573880789,34714,SEKER
34333,665686,229.2148642,190.8718701,1.200883421,0.553693873,34592,SEKER
34337,667785,229.8067605,190.6295846,1.205514668,0.558475195,34583,SEKER
34349,674863,238.2312433,183.7249369,1.296673425,0.636587835,34645,SEKER
34390,680.24,245.0146708,178.97451,1.368991991,0.682950707,34759,SEKER
34394,669762,230.9211333,189.9052632,1.215980692,0.568936466,34730,SEKER
34395,665156,231.7171471,189.1898259,1.224786513,0.577389526,34638,SEKER
34397,678.85,229.7747022,190.931594,1.20343992,0.556345118,34776,SEKER
34410,684481,232.4579361,188.9396293,1.230329164,0.582555932,34802,SEKER
34412,667199,233.9589857,187.3982909,1.248458481,0.598680683,34677,SEKER
34419,687797,224.1432457,195.6151627,1.14583779,0.488214125,34885,SEKER
34421,678034,232.4039146,189.1497475,1.228676843,0.581027879,34762,SEKER
34425,680503,232.6456666,188.5544051,1.233838406,0.585767825,34791,SEKER
34428,688178,229.7324979,191.3790717,1.20040554,0.553194986,34908,SEKER
34441,675683,228.6978291,191.9152031,1.191660824,0.543876991,34826,SEKER
34443,684507,234.60733,187.5726238,1.250754642,0.600643034,34874,SEKER
34447,682912,225.0874113,195.3291753,1.152349161,0.496926671,34853,SEKER
34461,675775,246.7254393,178.1577837,1.384870389,0.691799925,34691,SEKER
34469,666834,230.1579705,190.9936711,1.205055483,0.558005411,34747,SEKER
34474,672.3,225.6494093,194.6503481,1.159255102,0.505847536,34774,SEKER
34475,677676,241.0431821,182.3691135,1.321732487,0.65389796,34878,SEKER
34483,687567,233.7407243,188.5878665,1.239426102,0.590790465,35051,SEKER
34491,674657,233.182837,188.5763657,1.236543276,0.588213024,34829,SEKER
34503,678.24,236.5446412,185.8927694,1.272478978,0.618394789,34885,SEKER
34509,668332,230.3294856,190.9197413,1.206420478,0.559399185,34776,SEKER
34521,667908,224.7553177,195.6829765,1.148568576,0.491904913,34830,SEKER
34523,673987,231.9170486,189.734176,1.22232617,0.575058574,34878,SEKER
34532,689551,217.0221026,202.7149085,1.070577908,0.357077019,35057,SEKER
34543,670896,235.0180104,187.2911352,1.254827198,0.604081588,34826,SEKER
34543,669456,226.9754434,193.972557,1.170142039,0.51929162,34827,SEKER
34594,670069,233.4408877,188.8659908,1.236013359,0.587736043,34848,SEKER
34600,673252,231.4349165,190.4578223,1.215150492,0.568123459,34919,SEKER
34601,685556,226.5195392,194.7187568,1.163316482,0.510948533,35048,SEKER
34622,683382,235.9288048,187.0530848,1.261293312,0.609433752,35010,SEKER
34623,675213,228.1943707,193.5033005,1.179278959,0.53003497,34965,SEKER
34626,667845,231.8884211,190.4682829,1.217464754,0.570382778,34913,SEKER
34629,670997,233.1312208,189.6828749,1.22905782,0.581381107,34915,SEKER
34631,670.02,229.3367837,192.4014026,1.191970436,0.544213158,34953,SEKER
34635,667638,227.0632245,194.4152197,1.167929264,0.51661761,34929,SEKER
34638,677314,234.6904502,188.3397997,1.246101199,0.59664803,34989,SEKER
34666,681015,225.7926672,195.8277652,1.153016616,0.497802899,35034,SEKER
34671,674874,235.5895195,187.6497244,1.255474903,0.604623587,35015,SEKER
34676,668424,226.4475067,195.193788,1.160116359,0.506938033,34982,SEKER
34680,669575,231.2624473,191.2410961,1.20927171,0.56228427,34941,SEKER
34700,690412,233.6301362,189.501815,1.2328649,0.58488132,35154,SEKER
34703,676387,230.7693155,191.7626609,1.203411104,0.556315398,35025,SEKER
34722,670391,227.2593515,194.7318627,1.167037322,0.515531503,34999,SEKER
34729,671193,228.8102714,193.6576351,1.181519496,0.532598937,35043,SEKER
34733,670564,228.3272478,193.8600236,1.177794388,0.52832113,35019,SEKER
34747,672202,234.5404192,188.725983,1.242756379,0.593731888,35043,SEKER
34748,669267,221.0904959,200.2691414,1.103966864,0.423653581,35046,SEKER
34750,675599,223.1988366,198.5282098,1.124267613,0.456997571,35091,SEKER
34757,686779,231.22987,191.6720331,1.206382936,0.559360961,35150,SEKER
34761,687872,229.7370214,192.8875726,1.191041073,0.543202669,35171,SEKER
34766,669475,232.1753322,190.9940473,1.215615541,0.568579226,35054,SEKER
34771,683109,230.5865191,192.1855584,1.199811896,0.552573788,35163,SEKER
34772,671947,228.0476746,194.336638,1.173467221,0.523256094,35103,SEKER
34774,677726,228.5222155,193.96029,1.178190729,0.528779858,35139,SEKER
34787,677348,230.8566379,192.6459316,1.198346811,0.551033739,35126,SEKER
34792,692.19,228.0326605,194.3385831,1.173378219,0.523150809,35231,SEKER
34794,693537,237.4905508,186.9933377,1.270048194,0.616478558,35187,SEKER
34794,671293,236.6108792,187.4231531,1.262442101,0.610371182,35052,SEKER
34800,671796,226.6361886,195.613827,1.15858982,0.505001894,35120,SEKER
34841,675857,231.9569641,191.6112724,1.210560116,0.563576479,35137,SEKER
34841,670201,223.7224915,198.5307932,1.126890634,0.461004955,35122,SEKER
34847,686633,236.4262236,188.0626579,1.257167299,0.606033555,35229,SEKER
34850,674295,230.4335815,192.7521882,1.195491391,0.548003376,35119,SEKER
34865,680,224.8250921,197.677632,1.137331977,0.476359223,35256,SEKER
34878,671541,225.4135036,197.1479559,1.143372259,0.484834723,35188,SEKER
34878,679271,229.2969816,193.9498701,1.182248699,0.533427616,35217,SEKER
34879,689973,236.1931301,188.3981624,1.253691263,0.603127827,35298,SEKER
34879,675467,223.8000145,198.8687463,1.125365442,0.458682478,35258,SEKER
34882,680065,234.5232449,189.5311789,1.237386093,0.588969591,35219,SEKER
34883,672664,232.3224642,191.4684387,1.213372114,0.566372342,35182,SEKER
34895,677.7,225.3698384,197.2329239,1.142658305,0.483847619,35227,SEKER
34911,677462,235.2555984,189.2799888,1.24289736,0.593855566,35252,SEKER
34911,670061,232.3946574,191.3768711,1.214329904,0.567317077,35204,SEKER
34912,676.03,230.3106061,193.1139792,1.192614885,0.544911378,35245,SEKER
34924,816638,258.3197875,181.6399258,1.422153122,0.711032482,37992,SEKER
34934,687791,230.1591986,193.7172105,1.188119517,0.539998207,35445,SEKER
34936,682571,232.0235561,192.0522539,1.208127223,0.561130429,35353,SEKER
34945,675172,234.9899023,189.5541679,1.239697891,0.591031959,35231,SEKER
34958,672491,231.2618911,192.6081255,1.200686059,0.553487963,35254,SEKER
34960,681462,237.5611221,187.9510512,1.26395208,0.611597287,35342,SEKER
34968,673319,238.1086753,187.1376478,1.272371851,0.618310695,35218,SEKER
34968,750395,242.822452,184.3295472,1.317327882,0.65095951,35858,SEKER
34971,673194,235.0015866,189.6894581,1.238875312,0.590300279,35269,SEKER
34980,675203,233.0086827,191.3427601,1.217755417,0.570665001,35276,SEKER
34995,679687,236.9907334,188.1316847,1.259706645,0.6081324,35298,SEKER
35022,670696,231.8361853,192.6036331,1.203695806,0.556608864,35293,SEKER
35031,675649,232.0680178,192.5367815,1.205317841,0.558273939,35369,SEKER
35042,676.65,225.6145213,197.8959341,1.140066481,0.480231413,35380,SEKER
35049,679396,228.9631987,195.0752162,1.173717518,0.523551942,35349,SEKER
35059,671731,230.0316108,194.3218141,1.183766279,0.535143216,35314,SEKER
35062,701948,223.2641008,200.2523714,1.114913642,0.442171641,35579,SEKER
35066,674509,229.0391713,195.1179759,1.173849668,0.523707997,35356,SEKER
35069,692225,234.2366519,191.2138075,1.224998628,0.57758939,35563,SEKER
35081,677561,234.7952752,190.5792388,1.232008674,0.58409876,35395,SEKER
35083,687873,229.6498757,194.93395,1.17809071,0.528664177,35513,SEKER
35083,685515,227.9847727,196.1941843,1.162036344,0.509351984,35477,SEKER
35085,693747,245.9349428,181.8560113,1.352360811,0.673214081,35658,SEKER
35087,678.15,237.2938758,188.4922823,1.258904995,0.607471966,35477,SEKER
35091,688.22,225.8521795,197.988503,1.140733811,0.481167454,35466,SEKER
35091,685847,232.5036811,192.6269167,1.207015536,0.560004226,35452,SEKER
35105,687922,232.3755601,192.4946821,1.207179116,0.560170279,35508,SEKER
35106,688658,231.1126201,193.5514908,1.194062723,0.54647266,35503,SEKER
35106,680346,234.3642027,191.0105524,1.226969922,0.579438588,35445,SEKER
35122,679818,231.7962315,193.1433259,1.200125505,0.552902155,35481,SEKER
35123,685227,233.2248862,192.0042077,1.214686329,0.567667673,35457,SEKER
35128,669663,228.4024536,195.966868,1.16551566,0.51366751,35376,SEKER
35130,678016,239.1831502,187.1601061,1.277960112,0.622654309,35473,SEKER
35131,684.17,234.5230255,190.924541,1.228354534,0.580728621,35466,SEKER
35134,668885,226.2664317,197.955771,1.143015081,0.484341376,35360,SEKER
35145,681083,243.7645848,183.7065283,1.32692391,0.657307236,35444,SEKER
35149,682373,238.9292213,187.4223342,1.274817232,0.620222204,35509,SEKER
35162,673468,230.2302104,194.6424568,1.182836542,0.5340936,35450,SEKER
35165,676072,232.8834611,192.3850785,1.21050688,0.563523226,35463,SEKER
35175,706545,226.7972341,197.6791575,1.14729968,0.490196672,35707,SEKER
35176,680437,235.7913399,190.0240087,1.240850257,0.592053019,35499,SEKER
35208,678529,232.2855372,193.4634694,1.200668725,0.55346987,35535,SEKER
35221,674683,237.2809781,189.1299913,1.254592021,0.603884463,35484,SEKER
35223,674287,231.2689629,194.31596,1.190169675,0.542251338,35537,SEKER
35237,676073,233.9276146,192.0229569,1.218227333,0.571122486,35502,SEKER
35246,683282,240.0903587,186.9855135,1.284005131,0.627256068,35599,SEKER
35247,682573,234.9905396,191.2353297,1.228802962,0.581144872,35605,SEKER
35254,687045,225.0636401,199.6920336,1.127053674,0.461251975,35676,SEKER
35259,677828,234.8896338,191.2971925,1.227878103,0.580285549,35577,SEKER
35272,682696,232.1302308,193.5975477,1.199034975,0.551758353,35619,SEKER
35272,682862,230.0811517,195.4208887,1.17736212,0.527819837,35637,SEKER
35277,676858,238.5525485,188.7741821,1.263692661,0.611387126,35527,SEKER
35283,681373,223.9750122,200.8365205,1.115210578,0.442655743,35589,SEKER
35287,677949,223.6208869,201.0973362,1.112003227,0.437377572,35627,SEKER
35288,676973,232.6213057,193.387722,1.202875256,0.555762068,35608,SEKER
35300,685599,238.2169831,188.8076239,1.261691547,0.609759171,35640,SEKER
35302,679016,235.9340907,190.7405476,1.236937262,0.588567005,35644,SEKER
35304,686408,234.6158228,192.04541,1.221668473,0.57443147,35737,SEKER
35313,691229,233.1566948,193.1171461,1.207332956,0.560326339,35743,SEKER
35316,682911,237.7766302,189.2416271,1.256471073,0.605454602,35637,SEKER
35321,682903,232.9444526,193.4111007,1.204400635,0.557333834,35670,SEKER
35330,682682,234.6395107,192.0162337,1.221977466,0.574726302,35655,SEKER
35337,677215,228.9829683,196.6330141,1.164519444,0.512439523,35671,SEKER
35338,680836,227.4674838,198.0449215,1.148565094,0.491900241,35669,SEKER
35339,677909,228.8711515,196.9580537,1.16202992,0.509343946,35667,SEKER
35344,694.82,234.3666269,192.35218,1.218424594,0.571313449,35807,SEKER
35352,684112,231.5229542,194.6544229,1.189405053,0.541413474,35760,SEKER
35354,687741,235.0153084,191.8282547,1.225133955,0.57771681,35726,SEKER
35354,681226,237.2896852,189.8898462,1.249617554,0.599673407,35666,SEKER
35364,683341,222.2949087,202.8807894,1.09569225,0.408708385,35761,SEKER
35376,681424,236.606393,190.5127968,1.241944882,0.593018666,35693,SEKER
35377,687757,237.8744339,189.4917581,1.255328656,0.604501323,35712,SEKER
35384,679656,235.7576962,191.3265181,1.232226973,0.584298532,35698,SEKER
35402,681514,231.0084894,195.3459322,1.182561043,0.533781707,35696,SEKER
35403,678413,233.9865511,192.879318,1.21312411,0.566127097,35713,SEKER
35408,684211,241.922654,186.6907132,1.295847286,0.635991732,35765,SEKER
35410,704701,228.5505682,197.4338111,1.15760602,0.5037461,35997,SEKER
35412,675129,228.0033684,197.9427918,1.151864973,0.496289109,35693,SEKER
35414,680978,237.1379832,190.3678563,1.245682899,0.596285403,35729,SEKER
35432,681365,233.7422319,193.2188091,1.209728147,0.562742866,35757,SEKER
35437,685657,228.037132,198.2331243,1.150348272,0.494281412,35804,SEKER
35438,678412,233.1800328,193.710573,1.203754804,0.556669634,35726,SEKER
35438,677413,234.4297046,192.6140462,1.217095582,0.570023834,35725,SEKER
35442,698883,236.8674902,191.003258,1.240122774,0.591408965,36046,SEKER
35442,681165,228.7551275,197.5865551,1.157746424,0.503925709,35791,SEKER
35450,680993,235.7961595,191.5857195,1.230760623,0.58295327,35744,SEKER
35454,677189,235.5324639,191.8532649,1.227669824,0.580091585,35744,SEKER
35467,683515,226.947476,199.2610778,1.13894534,0.478650982,35845,SEKER
35473,687235,241.0501435,187.6446637,1.284609638,0.627710839,35874,SEKER
35481,679.09,237.9018822,190.0844881,1.251558634,0.601326085,35754,SEKER
35499,688485,228.5197507,197.9982626,1.154150283,0.499284173,35887,SEKER
35507,682142,239.2324137,189.1161631,1.265002471,0.612446177,35835,SEKER
35510,676975,227.1516125,199.3230352,1.13961546,0.479596812,35799,SEKER
35511,702,224.1421069,204.1513255,1.097921389,0.412821343,36641,SEKER
35517,678829,232.996395,194.232582,1.199574205,0.55232461,35881,SEKER
35532,676181,231.1069967,195.8801972,1.179838493,0.530677806,35820,SEKER
